Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Postal_Code,Region,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin,Year_Month,Year,Month,Shipping_Days
2017-12-30,2018-01-03,Standard Class,Consumer,New York City,New York,10009,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176,3.75,2017-12,2017,12,4
2017-12-30,2018-01-03,Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0.0,2.7279,3.0,2017-12,2017,12,4
2017-12-30,2018-01-03,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,3,0.2,19.791,37.5,2017-12,2017,12,4
2017-09-02,2017-09-07,Standard Class,Home Office,Jackson,Michigan,49201,Central,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0.0,323.946,27.0,2017-09,2017,9,5
2017-09-02,2017-09-07,Standard Class,Home Office,Jackson,Michigan,49201,Central,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,7,0.0,829.3754,43.0,2017-09,2017,9,5
2017-09-02,2017-09-07,Standard Class,Home Office,Jackson,Michigan,49201,Central,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0.0,81.0474,23.0,2017-09,2017,9,5
2015-05-31,2015-06-07,Standard Class,Home Office,Norwich,Connecticut,6360,East,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0.0,9.102,41.0,2015-05,2015,5,7
2017-11-27,2017-11-29,First Class,Corporate,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0.0,19.2454,41.0,2017-11,2017,11,2
2017-11-27,2017-11-29,First Class,Corporate,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0.0,56.0547,39.0,2017-11,2017,11,2
2014-06-15,2014-06-21,Standard Class,Corporate,San Antonio,Texas,78207,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,0.3,-18.5562,-18.571428571428573,2014-06,2014,6,6
2014-06-15,2014-06-21,Standard Class,Corporate,San Antonio,Texas,78207,Central,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996,-7.142857142857144,2014-06,2014,6,6
2014-06-15,2014-06-21,Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656,-170.0,2014-06,2014,6,6
2016-03-05,2016-03-11,Standard Class,Corporate,Dallas,Texas,75220,Central,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,33.75,2016-03,2016,3,6
2016-03-05,2016-03-11,Standard Class,Corporate,Dallas,Texas,75220,Central,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,-6.25,2016-03,2016,3,6
2014-12-05,2014-12-12,Standard Class,Consumer,Alexandria,Virginia,22304,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,28.000000000000004,2014-12,2014,12,7
2015-04-11,2015-04-15,Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,0.0,34.9074,41.0,2015-04,2015,4,4
2015-04-11,2015-04-15,Standard Class,Consumer,New York City,New York,10009,East,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,48.0,2015-04,2015,4,4
2015-04-11,2015-04-15,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0.0,113.848,27.999999999999996,2015-04,2015,4,4
2016-09-15,2016-09-20,Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,35.0,2016-09,2016,9,5
2014-09-13,2014-09-16,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,Xerox 1985,15.552,3,0.2,5.4432,35.0,2014-09,2014,9,3
2014-09-13,2014-09-16,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,Hypercom P1300 Pinpad,252.0,5,0.2,53.55,21.25,2014-09,2014,9,3
2015-10-05,2015-10-09,Standard Class,Home Office,Springfield,Virginia,22153,South,Office Supplies,Art,Newell 324,46.2,4,0.0,12.936,27.999999999999996,2015-10,2015,10,4
2015-10-05,2015-10-09,Standard Class,Home Office,Springfield,Virginia,22153,South,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,0.0,9.5172,33.0,2015-10,2015,10,4
2017-04-14,2017-04-17,First Class,Consumer,Toledo,Ohio,43615,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536,17.5,2017-04,2017,4,3
2017-04-14,2017-04-17,First Class,Consumer,Toledo,Ohio,43615,East,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,0.2,21.3408,23.750000000000004,2017-04,2017,4,3
2017-04-14,2017-04-17,First Class,Consumer,Toledo,Ohio,43615,East,Office Supplies,Paper,Xerox 196,13.872,3,0.2,5.0286,36.25,2017-04,2017,4,3
2017-09-02,2017-09-06,Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,33.75,2017-09,2017,9,4
2016-06-20,2016-06-24,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8,0.2,15.2064,33.75,2016-06,2016,6,4
2016-06-20,2016-06-24,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,JM Magazine Binder,29.718,6,0.7,-21.7932,-73.33333333333333,2016-06,2016,6,4
2016-06-20,2016-06-24,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Xerox 202,15.552,3,0.2,5.4432,35.0,2016-06,2016,6,4
2016-06-20,2016-06-24,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2,0.2,33.5772,7.5,2016-06,2016,6,4
2017-11-05,2017-11-06,First Class,Corporate,Farmington,New Mexico,87401,West,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,1,0.0,54.3966,34.0,2017-11,2017,11,1
2015-12-13,2015-12-17,Standard Class,Corporate,Riverside,California,92503,West,Office Supplies,Paper,Xerox 213,12.96,2,0.0,6.2208,47.99999999999999,2015-12,2015,12,4
2015-12-13,2015-12-17,Standard Class,Corporate,Riverside,California,92503,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4,0.0,34.9648,26.0,2015-12,2015,12,4
2016-06-19,2016-06-20,First Class,Corporate,San Francisco,California,94110,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2,0.0,8.0464,47.0,2016-06,2016,6,1
2016-12-13,2016-12-20,Standard Class,Corporate,Torrance,California,90503,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098,36.25,2016-12,2016,12,7
2016-12-13,2016-12-20,Standard Class,Corporate,Torrance,California,90503,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,0.2,41.7852,3.7500000000000004,2016-12,2016,12,7
2015-05-29,2015-06-03,Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,Xerox 1894,32.4,5,0.0,15.552,48.0,2015-05,2015,5,5
2015-05-29,2015-06-03,Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,0.0,140.5482,26.0,2015-05,2015,5,5
2015-05-29,2015-06-03,Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,5,0.2,62.91,37.5,2015-05,2015,5,5
2015-07-26,2015-07-28,First Class,Consumer,Mesa,Arizona,85204,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,-51.99999999999999,2015-07,2015,7,2
2017-11-28,2017-12-02,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,0.2,-12.9122,-2.5,2017-11,2017,11,4
2017-11-28,2017-12-02,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.2,75.5424,7.5,2017-11,2017,11,4
2017-11-28,2017-12-02,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596,-30.0,2017-11,2017,11,4
2017-11-28,2017-12-02,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432,35.0,2017-11,2017,11,4
2017-11-28,2017-12-02,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,31.25,2017-11,2017,11,4
2017-04-03,2017-04-07,Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,Staple-based wall hangings,25.472,4,0.2,7.6416,30.0,2017-04,2017,4,4
2017-12-28,2018-01-01,Standard Class,Consumer,Round Rock,Texas,78664,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168,10.0,2017-12,2017,12,4
2017-12-28,2018-01-01,Standard Class,Consumer,Round Rock,Texas,78664,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.32,-11.596,-14.705882352941178,2017-12,2017,12,4
2017-11-30,2017-12-04,Standard Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Storage,Home/Office Personal File Carts,173.8,5,0.0,43.45,25.0,2017-11,2017,11,4
2017-05-15,2017-05-18,Second Class,Consumer,Phoenix,Arizona,85023,West,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592,1,0.2,2.5893,8.75,2017-05,2017,5,3
2017-05-15,2017-05-18,Second Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,2,0.7,-3.168,-66.66666666666667,2017-05,2017,5,3
2017-05-15,2017-05-18,Second Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,3,0.2,5.6376,36.25,2017-05,2017,5,3
2015-09-22,2015-09-22,Same Day,Consumer,Oceanside,California,92054,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,26.0,2015-09,2015,9,0
2017-11-14,2017-11-19,Standard Class,Corporate,San Francisco,California,94110,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,8.75,2017-11,2017,11,5
2015-11-27,2015-12-01,Standard Class,Home Office,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2,0.0,3.0576,48.99999999999999,2015-11,2015,11,4
2016-09-01,2016-09-04,First Class,Corporate,San Francisco,California,94110,West,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,0.0,10.94,50.0,2016-09,2016,9,3
2014-09-22,2014-09-24,Second Class,Consumer,Boca Raton,Florida,33433,South,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,36.25000000000001,2014-09,2014,9,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,0.0,4.8118,49.0,2017-04,2017,4,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0.0,9.7119,27.0,2017-04,2017,4,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Paper,Xerox 212,12.96,2,0.0,6.2208,47.99999999999999,2017-04,2017,4,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,0.0,91.968,48.00000000000001,2017-04,2017,4,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0.0,4.2336,49.0,2017-04,2017,4,2
2017-04-09,2017-04-11,First Class,Home Office,New York City,New York,10011,East,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,0.0,2017-04,2017,4,2
2014-01-16,2014-01-18,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,22.5,2014-01,2014,1,2
2014-01-16,2014-01-18,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Technology,Phones,AT&T 841000 Phone,124.2,3,0.4,-31.05,-25.0,2014-01,2014,1,2
2014-01-16,2014-01-18,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312,-73.33333333333333,2014-01,2014,1,2
2014-01-16,2014-01-18,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,0.2,10.1493,33.75,2014-01,2014,1,2
2017-10-05,2017-10-08,Second Class,Home Office,New York City,New York,10011,East,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,0.0,3.2186,1.9999999999999998,2017-10,2017,10,3
2017-10-05,2017-10-08,Second Class,Home Office,New York City,New York,10011,East,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,33.75,2017-10,2017,10,3
2017-07-09,2017-07-15,Standard Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792,-73.33333333333333,2017-07,2017,7,6
2017-01-07,2017-01-10,First Class,Corporate,Detroit,Michigan,48205,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,22.22222222222222,2017-01,2017,1,3
2016-05-30,2016-05-31,First Class,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256,-80.0,2016-05,2016,5,1
2015-12-09,2015-12-12,First Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Paper,Xerox 188,34.02,3,0.0,16.6698,48.99999999999999,2015-12,2015,12,3
2016-10-03,2016-10-08,Standard Class,Consumer,New York City,New York,10035,East,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,15.555555555555555,2016-10,2016,10,5
2014-11-11,2014-11-14,Second Class,Consumer,Louisville,Colorado,80027,West,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.2,0.8056,23.75,2014-11,2014,11,3
2014-11-11,2014-11-14,Second Class,Consumer,Louisville,Colorado,80027,West,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984,10.0,2014-11,2014,11,3
2014-11-11,2014-11-14,Second Class,Consumer,Louisville,Colorado,80027,West,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.2,75.49,12.5,2014-11,2014,11,3
2017-09-29,2017-10-05,Standard Class,Home Office,Pasadena,Texas,77506,Central,Office Supplies,Labels,Avery 499,7.968,2,0.2,2.5896,32.5,2017-09,2017,9,6
2017-09-29,2017-10-05,Standard Class,Home Office,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4,0.2,9.4392,33.75,2017-09,2017,9,6
2017-09-29,2017-10-05,Standard Class,Home Office,Pasadena,Texas,77506,Central,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,0.4,44.868,13.333333333333334,2017-09,2017,9,6
2015-03-10,2015-03-10,Same Day,Consumer,Houston,Texas,77041,Central,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904,-170.0,2015-03,2015,3,0
2017-05-21,2017-05-26,Standard Class,Corporate,Auburn,New York,13021,East,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0.0,72.807,14.000000000000002,2017-05,2017,5,5
2017-05-21,2017-05-26,Standard Class,Corporate,Auburn,New York,13021,East,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0.0,5.2113,28.999999999999996,2017-05,2017,5,5
2015-03-29,2015-03-31,Second Class,Home Office,Jacksonville,Florida,32216,South,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,11.25,2015-03,2015,3,2
2016-09-09,2016-09-11,First Class,Consumer,New York City,New York,10024,East,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,37.5,2016-09,2016,9,2
2016-08-26,2016-08-27,First Class,Consumer,San Jose,California,95123,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,0.0,4.9104,48.0,2016-08,2016,8,1
2016-08-26,2016-08-27,First Class,Consumer,San Jose,California,95123,West,Office Supplies,Paper,Xerox 1979,154.9,5,0.0,69.705,44.99999999999999,2016-08,2016,8,1
2014-05-21,2014-05-25,Standard Class,Corporate,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0.0,1276.4871,47.0,2014-05,2014,5,4
2014-05-21,2014-05-25,Standard Class,Corporate,Virginia Beach,Virginia,23464,South,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0.0,173.0316,27.999999999999996,2014-05,2014,5,4
2015-10-28,2015-11-03,Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1,0.0,4.9082,46.0,2015-10,2015,10,6
2015-10-28,2015-11-03,Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,27.0,2015-10,2015,10,6
2015-10-28,2015-11-03,Standard Class,Consumer,Henderson,Kentucky,42420,South,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.0,9.158,37.99999999999999,2015-10,2015,10,6
2015-10-28,2015-11-03,Standard Class,Consumer,Henderson,Kentucky,42420,South,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,39.0,2015-10,2015,10,6
2016-11-13,2016-11-17,Standard Class,Home Office,Vancouver,Washington,98661,West,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0.0,11.4452,25.999999999999996,2016-11,2016,11,4
2015-07-31,2015-07-31,Same Day,Consumer,New York City,New York,10024,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0.0,762.1845,32.99999999999999,2015-07,2015,7,0
2015-07-31,2015-07-31,Same Day,Consumer,New York City,New York,10024,East,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752,-26.66666666666667,2015-07,2015,7,0
2015-07-31,2015-07-31,Same Day,Consumer,New York City,New York,10024,East,Office Supplies,Paper,Xerox 212,19.44,3,0.0,9.3312,48.00000000000001,2015-07,2015,7,0
2015-08-27,2015-08-31,Standard Class,Consumer,Murrieta,California,92563,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,0.0,92.0835,19.0,2015-08,2015,8,4
2015-11-13,2015-11-17,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,Xerox 1910,115.296,3,0.2,40.3536,35.0,2015-11,2015,11,4
2015-11-06,2015-11-09,First Class,Consumer,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,35.0,2015-11,2015,11,3
2015-11-06,2015-11-09,First Class,Consumer,Scottsdale,Arizona,85254,West,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208,-80.0,2015-11,2015,11,3
2017-12-26,2018-01-01,Standard Class,Consumer,Burlington,Iowa,52601,Central,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0.0,20.585,46.0,2017-12,2017,12,6
2017-08-01,2017-08-03,First Class,Consumer,Chicago,Illinois,60653,Central,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999,6.25,2017-08,2017,8,2
2014-11-24,2014-11-26,First Class,Consumer,San Diego,California,92037,West,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096,18.0,2014-11,2014,11,2
2017-06-17,2017-06-21,Second Class,Consumer,Olympia,Washington,98502,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0.0,46.575,30.000000000000004,2017-06,2017,6,4
2017-06-17,2017-06-21,Second Class,Consumer,Olympia,Washington,98502,West,Office Supplies,Storage,Project Tote Personal File,14.03,1,0.0,4.0687,28.999999999999996,2017-06,2017,6,4
2015-12-21,2015-12-24,Second Class,Consumer,Seattle,Washington,98103,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414,22.000000000000004,2015-12,2015,12,3
2015-12-21,2015-12-24,Second Class,Consumer,Seattle,Washington,98103,West,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,37.0,2015-12,2015,12,3
2015-09-17,2015-09-19,Second Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 216,32.4,5,0.0,15.552,48.0,2015-09,2015,9,2
2015-07-06,2015-07-10,Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008,48.0,2015-07,2015,7,4
2015-07-06,2015-07-10,Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.0,63.8862,41.0,2015-07,2015,7,4
2015-07-06,2015-07-10,Standard Class,Corporate,New York City,New York,10011,East,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0.0,2.499,2.0,2015-07,2015,7,4
2015-07-06,2015-07-10,Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0.0,156.429,26.0,2015-07,2015,7,4
2015-04-27,2015-05-03,Standard Class,Consumer,Washington,District of Columbia,20016,East,Office Supplies,Art,Staples in misc. colors,22.74,3,0.0,8.8686,39.00000000000001,2015-04,2015,4,6
2015-04-27,2015-05-03,Standard Class,Consumer,Washington,District of Columbia,20016,East,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.0,316.8825,25.0,2015-04,2015,4,6
2015-04-27,2015-05-03,Standard Class,Consumer,Washington,District of Columbia,20016,East,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0.0,648.5624,47.0,2015-04,2015,4,6
2015-06-16,2015-06-20,Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,2,0.2,2.1728,35.0,2015-06,2015,6,4
2017-12-17,2017-12-20,First Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,36.25000000000001,2017-12,2017,12,3
2016-01-11,2016-01-13,Second Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,35.0,2016-01,2016,1,2
2016-01-11,2016-01-13,Second Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Paper,Xerox 1935,63.312,3,0.2,20.5764,32.5,2016-01,2016,1,2
2016-01-11,2016-01-13,Second Class,Home Office,Springfield,Ohio,45503,East,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724,-63.33333333333334,2016-01,2016,1,2
2014-07-11,2014-07-15,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Office Supplies,Paper,Easy-staple paper,177.2,5,0.0,83.284,47.00000000000001,2014-07,2014,7,4
2014-07-11,2014-07-15,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113,28.999999999999996,2014-07,2014,7,4
2014-07-11,2014-07-15,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735,25.0,2014-07,2014,7,4
2014-07-11,2014-07-15,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.0,52.1262,42.0,2014-07,2014,7,4
2014-07-11,2014-07-15,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056,49.0,2014-07,2014,7,4
2016-11-20,2016-11-22,First Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012,32.5,2016-11,2016,11,2
2016-11-20,2016-11-22,First Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,0.7,-1.9272,-73.33333333333333,2016-11,2016,11,2
2016-11-20,2016-11-22,First Class,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798,-73.33333333333334,2016-11,2016,11,2
2016-04-22,2016-04-26,Standard Class,Home Office,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0.0,8.662,10.0,2016-04,2016,4,4
2015-06-13,2015-06-14,First Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,37.5,2015-06,2015,6,1
2017-11-20,2017-11-21,First Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,Newell 336,23.968,7,0.2,2.6964,11.25,2017-11,2017,11,1
2017-11-20,2017-11-21,First Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,Staples in misc. colors,28.728,3,0.2,1.7955,6.25,2017-11,2017,11,1
